name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Decatur,2024-02-29,8.4,-6.7,1.2,5.1,-9.3,-2,-9.2,47.9,0,0,0,,0,0,35.1,25.7,181.6,1030.6,0,16,206,17.8,7,10,2024-02-29T06:29:36,2024-02-29T17:47:27,0.68,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-01,6.7,-4.2,2.5,4.8,-7.5,0,-2.8,68.9,0,0,0,,0,0,27.7,16.5,157.3,1021.9,65,16,67,5.8,3,10,2024-03-01T06:28:07,2024-03-01T17:48:33,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-02,15.7,-2.7,7.7,15.7,-2.7,6.5,2.4,72.2,0,0,0,,0,0,40.7,24.1,164,1018.2,7.1,11.7,205.1,17.8,7,10,2024-03-02T06:26:37,2024-03-02T17:49:38,0.74,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-03,23.3,6.2,14.8,23.3,3.1,13.5,8.3,67.6,0,0,0,,0,0,65.6,44.7,172.5,1011.9,0,15.3,205.3,17.6,7,10,2024-03-03T06:25:06,2024-03-03T17:50:43,0.75,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-04,23.3,12.8,18.1,23.3,12.8,18.1,13.3,74.3,0,0,0,,0,0,58,38.7,181.4,1011.5,45.3,15.4,144.6,12.6,8,30,2024-03-04T06:23:34,2024-03-04T17:51:48,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-05,18.4,7.8,11.7,18.4,5.3,10.5,9.2,85,3.747,100,25,rain,0,0,44.3,25.6,359.1,1012.7,81.7,13.8,45.6,4.1,3,10,2024-03-05T06:22:02,2024-03-05T17:52:53,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-06,11.1,3.4,7.2,11.1,0.9,4.4,4,80.4,0,0,0,,0,0,42.5,29.5,20.8,1017,82.6,15.7,104.3,9.1,6,10,2024-03-06T06:20:30,2024-03-06T17:53:57,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-07,13.3,5.6,9.3,13.3,3.2,7.8,6.6,83.6,0.859,100,12.5,rain,0,0,33.5,22.1,103.4,1016.1,95.1,15.5,55.5,4.7,2,10,2024-03-07T06:18:57,2024-03-07T17:55:01,0.91,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-08,14.3,7.2,11.5,14.3,3.1,10.6,11.3,98.4,33.734,100,66.67,rain,0,0,40.7,27.4,185.6,1010,100,11.4,29.8,2.5,2,10,2024-03-08T06:17:23,2024-03-08T17:56:05,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-09,8.3,2.2,5.7,4.5,-1.3,1.7,0.8,72.5,0,0,0,,0,0,51.7,33,309.3,1013.8,45.8,16,224.7,19.4,8,10,2024-03-09T06:15:49,2024-03-09T17:57:09,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-10,9.4,-0.7,3.8,6.8,-5.1,0.7,-5.2,55,0,0,0,,0,0,35.3,20.4,306.9,1021.4,0,16,235.8,19.6,8,10,2024-03-10T07:14:15,2024-03-10T18:58:12,0,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-11,18.4,-0.6,9,18.4,-3.3,7.7,-0.4,53.8,0,0,0,,0,0,54.1,34.8,203.1,1020.9,0,16,224.8,19.5,8,10,2024-03-11T07:12:40,2024-03-11T18:59:15,0.04,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-12,21.2,6.7,13.3,21.2,3.7,12.2,4.9,58.6,0,0,0,,0,0,51.4,41.7,206.8,1013.4,0,16,200.8,17.4,7,10,2024-03-12T07:11:05,2024-03-12T19:00:18,0.08,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-13,22.8,9.3,16.1,22.8,7.7,15.9,9.5,66.6,0,0,0,,0,0,44,25.7,183.5,1009.7,22.2,16,146.1,12.5,8,10,2024-03-13T07:09:29,2024-03-13T19:01:21,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-14,23.3,8.8,17.1,23.3,6.3,16.9,13.7,81.2,10.301,100,33.33,rain,0,0,70.2,33.1,213.4,1009.1,63.4,15.9,109.3,9.3,8,60,2024-03-14T07:07:53,2024-03-14T19:02:23,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-15,15.6,6.1,10,15.6,2.5,8.2,4.9,73.3,0.009,100,4.17,rain,0,0,47.1,31.1,360,1018.2,50.8,16,213,18.4,8,10,2024-03-15T07:06:17,2024-03-15T19:03:26,0.18,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-16,18.3,3.4,10.5,18.3,0.9,9.1,3,62.9,0,0,0,,0,0,66.3,38.6,257.8,1012.7,18,16,178,15.3,8,10,2024-03-16T07:04:41,2024-03-16T19:04:28,0.25,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-17,6.7,0.7,4,4.8,-4.9,-0.5,-5.6,50.2,0,0,0,,0,0,58.9,36.7,302.3,1014.4,37.9,16,174.5,15.1,10,10,2024-03-17T07:03:05,2024-03-17T19:05:30,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-18,2.8,-2.2,0.1,-1.2,-7.4,-4.6,-7.8,55.7,0,0,0,,0,0,43,27.4,296,1021.2,79.7,16,150.7,13,6,10,2024-03-18T07:01:28,2024-03-18T19:06:31,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-03-19,16.7,-2.8,6.5,16.7,-9,3.9,-4,50.2,0,0,0,,0,0,66.3,40.1,238.2,1012.8,0,16,236.7,20.5,8,10,2024-03-19T06:59:51,2024-03-19T19:07:33,0.31,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-20,10.6,-1.1,7.1,10.6,-3.9,4.2,-7.3,36.5,0,0,0,,0,0,44.3,31.2,320.2,1016.4,24.8,16,209,18,9,10,2024-03-20T06:58:14,2024-03-20T19:08:34,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-21,10.1,-3.8,2.8,10.1,-7.5,-0.3,-6.2,54,0,0,0,,0,0,33.5,25.8,90.3,1023.4,25.7,16,195.4,16.8,8,10,2024-03-21T06:56:37,2024-03-21T19:09:36,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-22,17.1,-2.1,5.9,17.1,-5.9,2.8,-2,61.6,0.01,100,8.33,rain,0,0,68.1,38.5,33.7,1016.5,31.5,15.8,200.3,17.3,8,10,2024-03-22T06:55:00,2024-03-22T19:10:37,0.41,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-23,8.8,1.1,3.9,6.7,-4.5,-0.1,-2,67.6,0,0,0,,0,0,48.9,29.4,20.5,1023.8,67.5,16,253.3,21.9,10,10,2024-03-23T06:53:23,2024-03-23T19:11:38,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-24,14.4,1.7,7.6,14.4,-3.1,5,-3.9,47,0,0,0,,0,0,51.5,33.3,124.9,1016.7,24.7,16,215.5,18.4,9,10,2024-03-24T06:51:46,2024-03-24T19:12:39,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-03-25,17.2,10,14.1,17.2,10,14.1,4.9,55.3,5.153,100,20.83,rain,0,0,75.5,49.6,153.2,1004.9,57.6,15.8,46.9,4.2,2,10,2024-03-25T06:50:09,2024-03-25T19:13:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
